web-scraper-order,web-scraper-start-url,text_raw,price_raw,model_raw,type_year_km_transmission_fuel,Location,PLZ,km_raw,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,km_per_year_cat
1705078459-871,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW 120 120I STEPTRONICCHF 23'600AB CHF 378 / MONAT4.5 / 6OCCASION02.201728.000 KMAUTOMATBENZIN1680 (FR)PREISCHF 23'600FINANZIERUNGAB CHF 378 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 23'600,120i Steptronic,Occasion02.201728.000 kmAutomatBenzin1680 (FR),FR,1680,28.000,2017,23600,28000,0,0,0,1,0-50k,4000.0,low
1705078459-872,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW 640 GRAN TURISMO 640I GT XDRIVE STEPTRONICCHF 41'500AB CHF 664 / MONAT4.5 / 6OCCASION01.201878.000 KMAUTOMATBENZIN3376 (BE)PREISCHF 41'500FINANZIERUNGAB CHF 664 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 41'500,640i GT xDrive Steptronic,Occasion01.201878.000 kmAutomatBenzin3376 (BE),BE,3376,78.000,2018,41500,78000,0,0,1,1,50-120k,13000.0,medium
1705078459-873,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW X3 X3 XDRIVE 35D STEPTRONICCHF 16'500AB CHF 264 / MONAT4 / 6OCCASION01.2013232.500 KMAUTOMATDIESEL3930 (VS)PREISCHF 16'500FINANZIERUNGAB CHF 264 / MONAT4 / 6 MERKENDETAILS,CHF 16'500,X3 xDrive 35d Steptronic,Occasion01.2013232.500 kmAutomatDiesel3930 (VS),VS,3930,232.500,2013,16500,232500,0,0,1,1,120k+,21136.36,high
1705078459-874,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 29'500AB CHF 472 / MONAT3 / 6OCCASION10.2014152.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 29'500FINANZIERUNGAB CHF 472 / MONAT3 / 6 MERKENDETAILS,CHF 29'500,X5 xDrive 30d Steptronic,Occasion10.2014152.000 kmAutomatDiesel2540 (SO),SO,2540,152.000,2014,29500,152000,0,0,1,1,120k+,15200.0,high
1705078459-875,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW I5 I5 M60 XDRIVE M SPORT PROCHF 128'500AB CHF 2'057 / MONAT4.5 / 6VORFÜHRWAGEN12.2023900 KMAUTOMATELEKTRO3172 (BE)PREISCHF 128'500FINANZIERUNGAB CHF 2'057 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 128'500,i5 M60 xDrive M Sport Pro,Vorführwagen12.2023900 kmAutomatElektro3172 (BE),BE,3172,,2023,128500,,0,0,1,1,,,
1705078459-876,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW 128TI 128TI M SPORT PRO STEPTRONICCHF 55'900AB CHF 895 / MONATNEUWAGEN11 KMAUTOMATBENZIN3645 (BE)PREISCHF 55'900FINANZIERUNGAB CHF 895 / MONATANFRAGEN MERKENDETAILS,CHF 55'900,128ti M Sport Pro Steptronic,Neuwagen11 kmAutomatBenzin3645 (BE),BE,3645,,3645,55900,,0,0,0,1,,,
1705078459-877,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW 330 330D XDRIVE TOURING STEPTRONIC M SPORTCHF 36'900AB CHF 591 / MONAT4.5 / 6OCCASION02.2020106.000 KMAUTOMATDIESEL3172 (BE)PREISCHF 36'900FINANZIERUNGAB CHF 591 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 36'900,330d xDrive Touring Steptronic M Sport,Occasion02.2020106.000 kmAutomatDiesel3172 (BE),BE,3172,106.000,2020,36900,106000,0,0,1,1,50-120k,26500.0,high
1705078459-878,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW X1 X1 XDRIVE 20D M SPORT STEPTRONICCHF 23'900AB CHF 383 / MONAT4.5 / 6OCCASION04.201896.500 KMAUTOMATDIESEL8834 (SZ)PREISCHF 23'900FINANZIERUNGAB CHF 383 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 23'900,X1 xDrive 20d M Sport Steptronic,Occasion04.201896.500 kmAutomatDiesel8834 (SZ),SZ,8834,96.500,2018,23900,96500,0,0,1,1,50-120k,16083.33,high
1705078459-879,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 20'000AB CHF 320 / MONAT5 / 6OCCASION08.2012111.000 KMAUTOMATDIESEL1205 (GE)PREISCHF 20'000FINANZIERUNGAB CHF 320 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 20'000,X5 xDrive 30d Steptronic,Occasion08.2012111.000 kmAutomatDiesel1205 (GE),GE,1205,111.000,2012,20000,111000,0,0,1,1,50-120k,9250.0,low
1705078459-880,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=12,BMW X5 X5 XDRIVE 25D STEPTRONICCHF 44'700AB CHF 716 / MONAT4.5 / 6OCCASION04.201842.900 KMAUTOMATDIESEL5013 (SO)PREISCHF 44'700FINANZIERUNGAB CHF 716 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 44'700,X5 xDrive 25d Steptronic,Occasion04.201842.900 kmAutomatDiesel5013 (SO),SO,5013,42.900,2018,44700,42900,0,0,1,1,0-50k,7150.0,low
1705078466-881,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW 118 118I STEPTRONICCHF 13'900AB CHF 223 / MONAT4.5 / 6OCCASION11.2016108.000 KMAUTOMATBENZIN4104 (BL)PREISCHF 13'900FINANZIERUNGAB CHF 223 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 13'900,118i Steptronic,Occasion11.2016108.000 kmAutomatBenzin4104 (BL),BL,4104,108.000,2016,13900,108000,0,0,0,1,50-120k,13500.0,medium
1705078466-882,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW 520 520D XDRIVE 48V TOURING STEPTRONICCHF 57'800AB CHF 925 / MONAT5 / 6OCCASION04.202324.200 KMAUTOMATELEKTRO/DIESEL5000 (AG)PREISCHF 57'800FINANZIERUNGAB CHF 925 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 57'800,520d xDrive 48V Touring Steptronic,Occasion04.202324.200 kmAutomatElektro/Diesel5000 (AG),AG,5000,24.200,2023,57800,24200,0,0,1,1,0-50k,24200.0,high
1705078466-883,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW M3 M3 COMPETITION M XDRIVECHF 92'833AB CHF 1'486 / MONAT5 / 6OCCASION03.202215.500 KMAUTOMATBENZIN6467 (UR)PREISCHF 92'833FINANZIERUNGAB CHF 1'486 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 92'833,M3 Competition M xDrive,Occasion03.202215.500 kmAutomatBenzin6467 (UR),UR,6467,15.500,2022,92833,15500,0,1,1,1,0-50k,7750.0,low
1705078466-884,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW I3 I3S (120AH) FLEET EDITIONCHF 24'900AB CHF 399 / MONAT5 / 6OCCASION03.202074.000 KMAUTOMATELEKTRO5432 (AG)PREISCHF 24'900FINANZIERUNGAB CHF 399 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 24'900,i3s (120Ah) Fleet Edition,Occasion03.202074.000 kmAutomatElektro5432 (AG),AG,5432,74.000,2020,24900,74000,0,0,0,1,50-120k,18500.0,high
1705078466-885,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW X3 X3 XDRIVE 48V 20D STEPTRONICCHF 79'800AB CHF 1'278 / MONATNEUWAGEN20 KMAUTOMATELEKTRO/DIESEL5610 (AG)PREISCHF 79'800FINANZIERUNGAB CHF 1'278 / MONATANFRAGEN MERKENDETAILS,CHF 79'800,X3 xDrive 48V 20d Steptronic,Neuwagen20 kmAutomatElektro/Diesel5610 (AG),AG,5610,,5610,79800,,0,0,1,1,,,
1705078466-886,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW X3 X3 XDRIVE 30ECHF 85'100AB CHF 1'362 / MONATNEUWAGEN20 KMAUTOMATBENZIN/ELEKTRO5610 (AG)PREISCHF 85'100FINANZIERUNGAB CHF 1'362 / MONATANFRAGEN MERKENDETAILS,CHF 85'100,X3 xDrive 30e,Neuwagen20 kmAutomatBenzin/Elektro5610 (AG),AG,5610,,5610,85100,,0,0,1,1,,,
1705078466-887,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW 318 318DCHF 14'899AB CHF 239 / MONAT4.5 / 6OCCASION05.201397.000 KMMANUELLDIESEL5330 (AG)PREISCHF 14'899FINANZIERUNGAB CHF 239 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 14'899,318d,Occasion05.201397.000 kmManuellDiesel5330 (AG),AG,5330,97.000,2013,14899,97000,0,0,0,0,50-120k,8818.18,low
1705078466-888,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW 120 120D XDRIVE STEPTRONIC M SPORTCHF 42'900AB CHF 687 / MONAT5 / 6OCCASION02.2022429 KMAUTOMATDIESEL5702 (AG)PREISCHF 42'900FINANZIERUNGAB CHF 687 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 42'900,120d xDrive Steptronic M Sport,Occasion02.2022429 kmAutomatDiesel5702 (AG),AG,5702,,2022,42900,,0,0,1,1,,,
1705078466-889,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW X5 X5 XDRIVE 48V 30D M SPORT STEPTRONICCHF 74'900AB CHF 1'199 / MONAT4.5 / 6OCCASION06.202253.962 KMAUTOMATELEKTRO/DIESEL5702 (AG)PREISCHF 74'900FINANZIERUNGAB CHF 1'199 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 74'900,X5 xDrive 48V 30d M Sport Steptronic,Occasion06.202253.962 kmAutomatElektro/Diesel5702 (AG),AG,5702,53.962,2022,74900,53962,0,0,1,1,50-120k,26981.0,high
1705078466-890,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=11,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 63'900AB CHF 1'023 / MONAT2.5 / 6OCCASION09.201977.300 KMAUTOMATDIESEL8620 (ZH)PREISCHF 63'900FINANZIERUNGAB CHF 1'023 / MONAT2.5 / 6ANFRAGEN MERKENDETAILS,CHF 63'900,X5 xDrive 30d Steptronic,Occasion09.201977.300 kmAutomatDiesel8620 (ZH),ZH,8620,77.300,2019,63900,77300,0,0,1,1,50-120k,15460.0,high
1705078470-891,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW X5 X5 XDRIVE 40I STEPTRONICCHF 49'900AB CHF 799 / MONAT3 / 6OCCASION02.2019134.000 KMAUTOMATBENZIN8750 (GL)PREISCHF 49'900FINANZIERUNGAB CHF 799 / MONAT3 / 6ANFRAGEN MERKENDETAILS,CHF 49'900,X5 xDrive 40i Steptronic,Occasion02.2019134.000 kmAutomatBenzin8750 (GL),GL,8750,134.000,2019,49900,134000,0,0,1,1,120k+,26800.0,high
1705078470-892,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW 330 330XICHF 16'900AB CHF 271 / MONATOCCASION07.200193.000 KMAUTOMATBENZIN7000 (GR)PREISCHF 16'900FINANZIERUNGAB CHF 271 / MONATANFRAGEN MERKENDETAILS,CHF 16'900,330xi,Occasion07.200193.000 kmAutomatBenzin7000 (GR),GR,7000,93.000,2001,16900,93000,0,0,0,1,50-120k,4043.48,low
1705078470-893,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW 520 520D XDRIVE 48V TOURING STEPTRONICCHF 44'900AB CHF 719 / MONAT4.5 / 6OCCASION10.202058.950 KMAUTOMATELEKTRO/DIESEL3645 (BE)PREISCHF 44'900FINANZIERUNGAB CHF 719 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 44'900,520d xDrive 48V Touring Steptronic,Occasion10.202058.950 kmAutomatElektro/Diesel3645 (BE),BE,3645,58.950,2020,44900,58950,0,0,1,1,50-120k,14737.5,medium
1705078470-894,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW 320 320I TOURING STEPTRONICCHF 7'900AB CHF 126 / MONAT5.5 / 6OCCASION07.2011163.000 KMAUTOMATBENZIN8404 (ZH)PREISCHF 7'900FINANZIERUNGAB CHF 126 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 7'900,320i Touring Steptronic,Occasion07.2011163.000 kmAutomatBenzin8404 (ZH),ZH,8404,163.000,2011,7900,163000,0,0,0,1,120k+,12538.46,medium
1705078470-895,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW X1 X1 XDRIVE 25E M SPORT STEPTRONICCHF 39'900AB CHF 639 / MONAT5 / 6OCCASION06.202220.900 KMAUTOMATBENZIN/ELEKTRO1712 (FR)PREISCHF 39'900FINANZIERUNGAB CHF 639 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 39'900,X1 xDrive 25e M Sport Steptronic,Occasion06.202220.900 kmAutomatBenzin/Elektro1712 (FR),FR,1712,20.900,2022,39900,20900,0,0,1,1,0-50k,10450.0,medium
1705078470-896,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW X6 X6 XDRIVE 40D STEPTRONICCHF 16'990AB CHF 272 / MONAT4 / 6OCCASION05.2011240.500 KMAUTOMATDIESEL3007 (BE)PREISCHF 16'990FINANZIERUNGAB CHF 272 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 16'990,X6 xDrive 40d Steptronic,Occasion05.2011240.500 kmAutomatDiesel3007 (BE),BE,3007,240.500,2011,16990,240500,0,0,1,1,120k+,18500.0,high
1705078470-897,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW 320 320D XDRIVE TOURING M SPORT LINE STEPTRONICCHF 18'900AB CHF 303 / MONAT4.5 / 6OCCASION12.2015167.000 KMAUTOMATDIESEL8405 (ZH)PREISCHF 18'900FINANZIERUNGAB CHF 303 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 18'900,320d xDrive Touring M Sport Line Steptronic,Occasion12.2015167.000 kmAutomatDiesel8405 (ZH),ZH,8405,167.000,2015,18900,167000,0,0,1,1,120k+,18555.56,high
1705078470-898,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW X3 X3 XDRIVE 35D (3.0SD) STEPTRONICCHF 12'900AB CHF 207 / MONAT3.5 / 6OCCASION01.2007203.000 KMAUTOMATDIESEL3627 (BE)PREISCHF 12'900FINANZIERUNGAB CHF 207 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 12'900,X3 xDrive 35d (3.0sd) Steptronic,Occasion01.2007203.000 kmAutomatDiesel3627 (BE),BE,3627,203.000,2007,12900,203000,0,0,1,1,120k+,11941.18,medium
1705078470-899,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW 325 325I XDRIVE TOURING MORE4YOUCHF 6'900AB CHF 110 / MONAT6 / 6OCCASION03.2009147.300 KMMANUELLBENZIN9469 (SG)PREISCHF 6'900FINANZIERUNGAB CHF 110 / MONAT6 / 6ANFRAGEN MERKENDETAILS,CHF 6'900,325i xDrive Touring more4you,Occasion03.2009147.300 kmManuellBenzin9469 (SG),SG,9469,147.300,2009,6900,147300,0,0,1,0,120k+,9820.0,low
1705078470-900,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=10,BMW M5 M5 XDRIVE  COMPETITION DRIVELOGICCHF 129'900AB CHF 2'080 / MONAT5 / 6OCCASION06.20223.950 KMAUTOMATBENZIN8500 (TG)PREISCHF 129'900FINANZIERUNGAB CHF 2'080 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 129'900,M5 xDrive  Competition Drivelogic,Occasion06.20223.950 kmAutomatBenzin8500 (TG),TG,8500,3.950,2022,129900,3950,0,1,1,1,0-50k,1975.0,low
1705078477-901,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW X1 X1 XDRIVE 18DCHF 20'900AB CHF 335 / MONAT4 / 6OCCASION05.2019131.313 KMAUTOMATDIESEL2105 (NE)PREISCHF 20'900FINANZIERUNGAB CHF 335 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 20'900,X1 xDrive 18d,Occasion05.2019131.313 kmAutomatDiesel2105 (NE),NE,2105,131.313,2019,20900,131313,0,0,1,1,120k+,26262.6,high
1705078477-902,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW I4 I4 EDRIVE 40 M SPORTCHF 63'900AB CHF 1'023 / MONAT4.5 / 6OCCASION03.20229.900 KMAUTOMATELEKTRO9443 (SG)PREISCHF 63'900FINANZIERUNGAB CHF 1'023 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 63'900,i4 eDrive 40 M Sport,Occasion03.20229.900 kmAutomatElektro9443 (SG),SG,9443,9.900,2022,63900,9900,0,0,0,1,0-50k,4950.0,low
1705078477-903,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW IX3 IX3CHF 46'900AB CHF 751 / MONAT5 / 6OCCASION08.202148.000 KMAUTOMATELEKTRO8500 (TG)PREISCHF 46'900FINANZIERUNGAB CHF 751 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 46'900,iX3,Occasion08.202148.000 kmAutomatElektro8500 (TG),TG,8500,48.000,2021,46900,48000,0,0,0,1,0-50k,16000.0,high
1705078477-904,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW X6 X6 XDRIVE 40D STEPTRONICCHF 26'900AB CHF 431 / MONAT4 / 6OCCASION03.2015188.000 KMAUTOMATDIESEL6340 (ZH)PREISCHF 26'900FINANZIERUNGAB CHF 431 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 26'900,X6 xDrive 40d Steptronic,Occasion03.2015188.000 kmAutomatDiesel6340 (ZH),ZH,6340,188.000,2015,26900,188000,0,0,1,1,120k+,20888.89,high
1705078477-905,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW 225 ACTIVE TOURER 225XE IPERFORMANCE ACTIVE TOURER STEPTRONICCHF 21'900AB CHF 351 / MONAT5 / 6OCCASION10.201867.000 KMAUTOMATELEKTRISCH (PLUG-IN) / BENZIN2105 (NE)PREISCHF 21'900FINANZIERUNGAB CHF 351 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 21'900,225xe iPerformance Active Tourer Steptronic,Occasion10.201867.000 kmAutomatElektrisch (Plug-in) / Benzin2105 (NE),Plug-in,2105,67.000,2018,21900,67000,0,0,0,1,50-120k,11166.67,medium
1705078477-906,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW 330 330I XDRIVE STEPTRONIC M SPORTCHF 39'900AB CHF 639 / MONAT4.5 / 6OCCASION02.202052.200 KMAUTOMATBENZIN8305 (ZH)PREISCHF 39'900FINANZIERUNGAB CHF 639 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 39'900,330i xDrive Steptronic M Sport,Occasion02.202052.200 kmAutomatBenzin8305 (ZH),ZH,8305,52.200,2020,39900,52200,0,0,1,1,50-120k,13050.0,medium
1705078477-907,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW M340 M340I XDRIVE STEPTRONICCHF 45'800AB CHF 733 / MONAT4.5 / 6OCCASION01.202182.000 KMAUTOMATBENZIN9548 (TG)PREISCHF 45'800FINANZIERUNGAB CHF 733 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 45'800,M340i xDrive Steptronic,Occasion01.202182.000 kmAutomatBenzin9548 (TG),TG,9548,82.000,2021,45800,82000,0,0,1,1,50-120k,27333.33,high
1705078477-908,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW M2 M2 COMPETITIONCHF 58'900AB CHF 943 / MONAT4.5 / 6OCCASION07.202015.499 KMAUTOMATBENZIN5702 (AG)PREISCHF 58'900FINANZIERUNGAB CHF 943 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 58'900,M2 Competition,Occasion07.202015.499 kmAutomatBenzin5702 (AG),AG,5702,15.499,2020,58900,15499,0,1,0,1,0-50k,3874.75,low
1705078477-909,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW 116 116I STEPTRONICCHF 13'500AB CHF 216 / MONAT5 / 6OCCASION02.201476.754 KMAUTOMATBENZIN6963 (TI)PREISCHF 13'500FINANZIERUNGAB CHF 216 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 13'500,116i Steptronic,Occasion02.201476.754 kmAutomatBenzin6963 (TI),TI,6963,76.754,2014,13500,76754,0,0,0,1,50-120k,7675.4,low
1705078477-910,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=9,BMW 750 750LI XDRIVE STEPTRONICCHF 47'000AB CHF 752 / MONAT5.5 / 6OCCASION09.201678.000 KMAUTOMATBENZIN8055 (ZH)PREISCHF 47'000FINANZIERUNGAB CHF 752 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 47'000,750Li xDrive Steptronic,Occasion09.201678.000 kmAutomatBenzin8055 (ZH),ZH,8055,78.000,2016,47000,78000,0,0,1,1,50-120k,9750.0,low
1705078483-911,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X4 X4 XDRIVE 20I XLINE STEPTRONICCHF 41'000AB CHF 656 / MONAT4 / 6OCCASION06.202192.000 KMAUTOMATBENZIN1020 (VD)PREISCHF 41'000FINANZIERUNGAB CHF 656 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 41'000,X4 xDrive 20i xLine Steptronic,Occasion06.202192.000 kmAutomatBenzin1020 (VD),VD,1020,92.000,2021,41000,92000,0,0,1,1,50-120k,30666.67,high
1705078483-912,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X3 X3 XDRIVE 30D INDIVIDUAL STEPTRONICCHF 34'900AB CHF 559 / MONAT4.5 / 6OCCASION11.2019105.000 KMAUTOMATDIESEL8500 (TG)PREISCHF 34'900FINANZIERUNGAB CHF 559 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 34'900,X3 xDrive 30d Individual Steptronic,Occasion11.2019105.000 kmAutomatDiesel8500 (TG),TG,8500,105.000,2019,34900,105000,0,0,1,1,50-120k,21000.0,high
1705078483-913,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW I8 I8 COUPÉCHF 69'900AB CHF 1'119 / MONAT4 / 6OCCASION01.201578.500 KMAUTOMATBENZIN/ELEKTRO6595 (TI)PREISCHF 69'900FINANZIERUNGAB CHF 1'119 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 69'900,i8 Coupé,Occasion01.201578.500 kmAutomatBenzin/Elektro6595 (TI),TI,6595,78.500,2015,69900,78500,0,0,0,1,50-120k,8722.22,low
1705078483-914,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X1 X1 XDRIVE 20D M SPORT STEPTRONICCHF 44'900AB CHF 719 / MONAT4.5 / 6OCCASION10.202225.999 KMAUTOMATDIESEL8404 (ZH)PREISCHF 44'900FINANZIERUNGAB CHF 719 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 44'900,X1 xDrive 20d M Sport Steptronic,Occasion10.202225.999 kmAutomatDiesel8404 (ZH),ZH,8404,25.999,2022,44900,25999,0,0,1,1,0-50k,12999.5,medium
1705078483-915,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 27'980AB CHF 448 / MONAT3 / 6OCCASION07.2014169.700 KMAUTOMATDIESEL1723 (FR)PREISCHF 27'980FINANZIERUNGAB CHF 448 / MONAT3 / 6ANFRAGEN MERKENDETAILS,CHF 27'980,X5 xDrive 30d Steptronic,Occasion07.2014169.700 kmAutomatDiesel1723 (FR),FR,1723,169.700,2014,27980,169700,0,0,1,1,120k+,16970.0,high
1705078483-916,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X1 X1 XDRIVE 25I M SPORT STEPTRONICCHF 35'970AB CHF 576 / MONAT4.5 / 6OCCASION05.202054.000 KMAUTOMATBENZIN8570 (TG)PREISCHF 35'970FINANZIERUNGAB CHF 576 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 35'970,X1 xDrive 25i M Sport Steptronic,Occasion05.202054.000 kmAutomatBenzin8570 (TG),TG,8570,54.000,2020,35970,54000,0,0,1,1,50-120k,13500.0,medium
1705078483-917,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X4 X4 M 40I STEPTRONICCHF 40'500AB CHF 648 / MONAT4 / 6OCCASION01.201899.780 KMAUTOMATBENZIN8807 (SZ)PREISCHF 40'500FINANZIERUNGAB CHF 648 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 40'500,X4 M 40i Steptronic,Occasion01.201899.780 kmAutomatBenzin8807 (SZ),SZ,8807,99.780,2018,40500,99780,0,0,0,1,50-120k,16630.0,high
1705078483-918,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X4 X4 M 40I STEPTRONICCHF 28'900AB CHF 463 / MONAT4.5 / 6OCCASION10.2016122.900 KMAUTOMATBENZIN8112 (ZH)PREISCHF 28'900FINANZIERUNGAB CHF 463 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 28'900,X4 M 40i Steptronic,Occasion10.2016122.900 kmAutomatBenzin8112 (ZH),ZH,8112,122.900,2016,28900,122900,0,0,0,1,120k+,15362.5,high
1705078483-919,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X5 X5 XDRIVE M50D STEPTRONICCHF 33'900AB CHF 543 / MONAT5 / 6OCCASION01.2017151.900 KMAUTOMATDIESEL8112 (ZH)PREISCHF 33'900FINANZIERUNGAB CHF 543 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 33'900,X5 xDrive M50d Steptronic,Occasion01.2017151.900 kmAutomatDiesel8112 (ZH),ZH,8112,151.900,2017,33900,151900,0,0,1,1,120k+,21700.0,high
1705078483-920,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=8,BMW X1 X1 XDRIVE 20D M SPORT STEPTRONICCHF 28'900AB CHF 463 / MONAT5 / 6OCCASION01.201950.900 KMAUTOMATDIESEL8112 (ZH)PREISCHF 28'900FINANZIERUNGAB CHF 463 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 28'900,X1 xDrive 20d M Sport Steptronic,Occasion01.201950.900 kmAutomatDiesel8112 (ZH),ZH,8112,50.900,2019,28900,50900,0,0,1,1,50-120k,10180.0,medium
1705078487-921,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=7,BMW 330 330XD TOURINGCHF 2'900OCCASION01.2007250.000 KMMANUELLDIESEL1030 (VD)PREISCHF 2'900ANFRAGEN MERKENDETAILS,CHF 2'900,330xd Touring,Occasion01.2007250.000 kmManuellDiesel1030 (VD),VD,1030,250.000,2007,2900,250000,0,0,0,0,120k+,14705.88,medium
